reviews,sentiments,predictions,correctness
"If you have the body to show for it, by all means wear it alone",1,1,1
"I purchased these shoes for my son who is somewhat hard to please at times but he likes these quite well. The look and feel of them is great in his opinion, he thinks they are stylish and very comfortable. He slips them on everyday after work",1,1,1
"I wanted an inexpensive bike short with expensive styling and that is exactly what I got.  Not too tight in the legs, as many cycling shorts can be and I like that.  Perfect for indoor cycling classes, which is what I ordered them for.  Comfortable and affordable, perfect",1,1,1
"it's a comfortable formfitting t-shirt dress.  whenever i wear it, i get compliments",1,1,1
nice shirt.  very hard to find in stores so it's worth the wait and the cash,1,1,1
"I don't quite understand why backseam pantyhose and nylon stockings are not more popular with females. Backseam pantyhose are not especially easy to find, but the allure of a backseam in pantyhose or nylon stockings is very sexy. 

   I enjoy wearing this Hue Black Sheer Backseam pantyhose, as it is comfortable, sensual and sexy. Keep in mind though this pantyhose has a control top that is not sheer. Therefore it would be best not to wear this pantyhose with quite short minidresses and mini-skirts. 

   I would like to see more backseam pantyhose offered, especially in beige.",1,1,1
These body suits are awful! When I first saw them I was really relieved that I had found something that would be good for the summer months. I put them on my twins after a first wash and the velcro closure scraped up the insides of their delicate little legs! The suits were the appropriate size and were washed according to the label. I am so disappointed and angry. It was a waste of my money.,0,0,1
"I got these for a friend who has a 55 ford and goes to car meets wearing 50's outfits.  She says they fit great and are SO comfortable to wear.  They came on time, exactly as ordered.  I couldn't be more pleased",1,1,1
My wife has been looking for a pair of seamed pantyhose and didn't think such a thing existed. Last week she wore this pair to a re-enactment and received many favorable comments. Highly recommende,1,1,1
"I really love these training pants.  the best ones I have gotten so far.  My 22 month old is pretty much potty trained with an occasional accident.  These training pants are a little thicker then regular underwear, helps to keep the occasional accident contained.  Very soft and fit nicely",1,1,1
"This was a terrific set - especially for the Lowest Price we could find online!

There are 2 mftrs who make this (we bought both!), and this one is the best!

No, it's not HIGH Quality Scarf Set, but it's the NOVELTY of the Harry Potter Licensing and unless you're looking for an expensive scarf set, it's perfect.

Would also recommend this merchant as they offer the Best Price, Quick Delivery and courteous communications",1,1,1
My husaband had them for only a month before they came unsewn at the toes. Not a small hole but it went all the way across. And in both shoes. Not put together right. Very disappointed. To much money to fall apart!!!!!!!,0,0,1
"This case is great for anyone who wants an unobtrusive sturdy, and attractive case for their mp3 player. it holds up well and it even makes the buttons easier to push. thank",1,1,1
"These pumps are very cute, but don't plan to wear them more than 3 hours. After 3 hours I almost couldn't walk. They a little bit to high and to narrow....But way to cute...they perfect for a dinner date, but not for a dancing date.:",1,1,1
"Picture does not make justice for this Jeans. I am a size 26 but i got this Jeans in a size 25 and they fit perfect. Jeans snuggle the 1rst time you wear them, but they ""lose"" softly while you are wearing them, giving you a look of a sexy relaxed Jeans that sits on the hips and very flattering on your ""back view"", without being snuggle, They are FLARED not bootcut, VERY long inseam but that makes the Jeans absolutely HIP, but very classy, Gorgeous for long legs, skinny look. Love It !!!",1,1,1
"These were purchased for a wedding.  The quality is very good.  We would like to see solid black offered and argyle in black,pink, grey, and white.

Thank you,

Joy Ree",1,1,1
"On Sept 17 I ordered a cashmere wrap. I finally got the company's attention when I placed a negative review on this forum. I was told if I removed the review after recieving the item, I would be credited for shipping. The item arrived Oct 16. As of today, November 20, my credit card had not been credited. I emailed the company and was told the credit should appear in four to five days.",0,0,1
